"","NEST_NO","SPECIES","DATE","OBS","EGGNO","LENGTH","WIDTH","LINK","WEBTAG","WEIGHT","RADIO","TAGDATE","Year"
"6212","BG095","COEI",1900-06-15,"BG",5,69.9,47.1,NA,NA,NA,NA,NA,"2000"
"6213","BG095","COEI",1900-06-15,"BG",1,79.9,49.2,NA,NA,NA,NA,NA,"2000"
"6214","BG096","COEI",1900-06-15,"BG",1,76.4,49.3,NA,NA,NA,NA,NA,"2000"
"6215","BG096","COEI",1900-06-15,"BG",2,74.8,50.6,NA,NA,NA,NA,NA,"2000"
"6216","BG096","COEI",1900-06-15,"BG",3,77.9,51.3,NA,NA,NA,NA,NA,"2000"
"6217","BG096","COEI",1900-06-15,"BG",4,76.3,50.3,NA,NA,NA,NA,NA,"2000"
"6218","BG096","COEI",1900-06-15,"BG",5,70.6,49.5,NA,NA,NA,NA,NA,"2000"
"6219","BG098","COEI",1900-06-16,"BG",2,75,51.8,NA,NA,NA,NA,NA,"2000"
"6220","BG098","COEI",1900-06-16,"BG",1,73.9,51.4,NA,NA,NA,NA,NA,"2000"
"6221","BG098","COEI",1900-06-16,"BG",3,75.1,50.8,NA,NA,NA,NA,NA,"2000"
"6222","BG098","COEI",1900-06-16,"BG",7,71.8,49.6,NA,NA,NA,NA,NA,"2000"
"6223","BG098","COEI",1900-06-16,"BG",6,73.4,48.6,NA,NA,NA,NA,NA,"2000"
"6224","BG098","COEI",1900-06-16,"BG",5,79.8,48.8,NA,NA,NA,NA,NA,"2000"
"6225","BG098","COEI",1900-06-16,"BG",4,74.7,51.6,NA,NA,NA,NA,NA,"2000"
"6226","BG104","COEI",1900-06-17,"BG",1,74.9,46.2,NA,NA,NA,NA,NA,"2000"
"6227","BG104","COEI",1900-06-17,"BG",2,73.1,49.3,NA,NA,NA,NA,NA,"2000"
"6228","BG104","COEI",1900-06-17,"BG",3,71.3,47.3,NA,NA,NA,NA,NA,"2000"
"6229","BG104","COEI",1900-06-17,"BG",4,71.6,48,NA,NA,NA,NA,NA,"2000"
"6230","BG105","COEI",1900-06-17,"BG",5,69.3,51.5,NA,NA,NA,NA,NA,"2000"
"6231","BG105","COEI",1900-06-17,"BG",4,72.7,52.5,NA,NA,NA,NA,NA,"2000"
"6232","BG105","COEI",1900-06-17,"BG",3,73.2,51.2,NA,NA,NA,NA,NA,"2000"
"6233","BG105","COEI",1900-06-17,"BG",2,71.8,53.1,NA,NA,NA,NA,NA,"2000"
"6234","BG105","COEI",1900-06-17,"BG",1,73.8,49.3,NA,NA,NA,NA,NA,"2000"
"6235","BG110","COEI",1900-07-01,"MLS",1,74.5,48.3,NA,NA,NA,NA,NA,"2000"
"6236","BG110","COEI",1900-07-01,"MLS",2,72.3,48.4,NA,NA,NA,NA,NA,"2000"
"6237","BG110","COEI",1900-07-01,"MLS",3,72.2,48.2,NA,NA,NA,NA,NA,"2000"
"6238","BG110","COEI",1900-07-01,"MLS",4,71.5,48.7,NA,NA,NA,NA,NA,"2000"
"6239","BG110","COEI",1900-07-01,"MLS",5,69.9,48.9,NA,NA,NA,NA,NA,"2000"
"6240","MLS001","COEI",1900-05-31,"MLS",1,78.2,50.5,NA,NA,NA,NA,NA,"2000"
"6241","MLS001","COEI",1900-05-31,"MLS",2,77.5,52,NA,NA,NA,NA,NA,"2000"
"6242","MLS001","COEI",1900-05-31,"MLS",3,77.8,51.9,NA,NA,NA,NA,NA,"2000"
"6243","MLS001","COEI",1900-05-31,"MLS",4,75.7,51.8,NA,NA,NA,NA,NA,"2000"
"6244","MLS001","COEI",1900-06-10,"BG",5,72.7,50.3,NA,NA,NA,NA,NA,"2000"
"6245","MLS004","COEI",1900-06-02,"MLS",1,72.8,48.6,NA,NA,NA,NA,NA,"2000"
"6246","MLS004","COEI",1900-06-02,"MLS",2,71.1,48.7,NA,NA,NA,NA,NA,"2000"
"6247","MLS004","COEI",1900-06-02,"MLS",3,72.9,49.2,NA,NA,NA,NA,NA,"2000"
"6248","MLS004","COEI",1900-06-02,"MLS",4,71.6,49.9,NA,NA,NA,NA,NA,"2000"
"6249","MLS006","COEI",1900-06-02,"MLS",1,77.7,49.4,NA,NA,NA,NA,NA,"2000"
"6250","MLS006","COEI",1900-06-02,"MLS",2,76.8,50.6,NA,NA,NA,NA,NA,"2000"
"6251","MLS007","COEI",1900-06-02,"MLS",1,82.2,48,NA,NA,NA,NA,NA,"2000"
"6252","MLS007","COEI",1900-06-02,"MLS",2,78.7,49.5,NA,NA,NA,NA,NA,"2000"
"6253","MLS007","COEI",1900-06-02,"MLS",3,79.4,49.5,NA,NA,NA,NA,NA,"2000"
"6254","MLS007","COEI",1900-06-02,"MLS",4,76.9,49.5,NA,NA,NA,NA,NA,"2000"
"6255","MLS009","COEI",1900-06-03,"MLS",1,74.1,49.4,NA,NA,NA,NA,NA,"2000"
"6256","MLS009","COEI",1900-06-03,"MLS",2,76.5,49.6,NA,NA,NA,NA,NA,"2000"
"6257","MLS009","COEI",1900-06-03,"MLS",3,75.4,49.4,NA,NA,NA,NA,NA,"2000"
"6258","MLS009","COEI",1900-06-13,"MLS",5,71,50.3,NA,NA,NA,NA,NA,"2000"
"6259","MLS009","COEI",1900-06-13,"MLS",6,71.5,49.1,NA,NA,NA,NA,NA,"2000"
"6260","MLS009","COEI",1900-06-13,"MLS",4,73.9,50.6,NA,NA,NA,NA,NA,"2000"
"6261","MLS012","COEI",1900-06-04,"MLS",1,80.8,50.4,NA,NA,NA,NA,NA,"2000"
"6262","MLS012","COEI",1900-06-04,"MLS",2,78.4,50.5,NA,NA,NA,NA,NA,"2000"
"6263","MLS012","COEI",1900-06-04,"MLS",3,76.7,51.5,NA,NA,NA,NA,NA,"2000"
"6264","MLS012","COEI",1900-06-14,"MLS",6,74.5,52,NA,NA,NA,NA,NA,"2000"
"6265","MLS012","COEI",1900-06-14,"MLS",5,73.8,51.6,NA,NA,NA,NA,NA,"2000"
"6266","MLS012","COEI",1900-06-14,"MLS",4,77.2,51.8,NA,NA,NA,NA,NA,"2000"
"6267","MLS017","COEI",1900-06-06,"MLS",5,76.2,52.9,NA,NA,NA,NA,NA,"2000"
"6268","MLS017","COEI",1900-06-06,"MLS",4,77,51.5,NA,NA,NA,NA,NA,"2000"
"6269","MLS017","COEI",1900-06-06,"MLS",6,78.6,53,NA,NA,NA,NA,NA,"2000"
"6270","MLS017","COEI",1900-06-06,"MLS",1,83.7,51.6,NA,NA,NA,NA,NA,"2000"
"6271","MLS017","COEI",1900-06-06,"MLS",3,79,52.2,NA,NA,NA,NA,NA,"2000"
"6272","MLS017","COEI",1900-06-06,"MLS",2,78.8,52.8,NA,NA,NA,NA,NA,"2000"
"6273","MLS021","COEI",1900-06-08,"MLS",6,77.7,51.6,NA,NA,NA,NA,NA,"2000"
"6274","MLS021","COEI",1900-06-08,"MLS",5,73.5,51,NA,NA,NA,NA,NA,"2000"
"6275","MLS021","COEI",1900-06-08,"MLS",4,78.6,51.2,NA,NA,NA,NA,NA,"2000"
"6276","MLS021","COEI",1900-06-08,"MLS",3,83.9,51.2,NA,NA,NA,NA,NA,"2000"
"6277","MLS021","COEI",1900-06-08,"MLS",2,81.1,51.8,NA,NA,NA,NA,NA,"2000"
"6278","MLS021","COEI",1900-06-08,"MLS",1,77.1,52.1,NA,NA,NA,NA,NA,"2000"
"6279","MLS027","COEI",1900-06-09,"MLS",3,77.3,49.6,NA,NA,NA,NA,NA,"2000"
"6280","MLS027","COEI",1900-06-09,"MLS",9,70.3,47.6,NA,NA,NA,NA,NA,"2000"
"6281","MLS027","COEI",1900-06-09,"MLS",7,78.6,49.7,NA,NA,NA,NA,NA,"2000"
"6282","MLS027","COEI",1900-06-09,"MLS",6,74.9,50.9,NA,NA,NA,NA,NA,"2000"
"6283","MLS027","COEI",1900-06-09,"MLS",5,75.9,50.5,NA,NA,NA,NA,NA,"2000"
"6284","MLS027","COEI",1900-06-09,"MLS",1,84.1,51.3,NA,NA,NA,NA,NA,"2000"
"6285","MLS027","COEI",1900-06-09,"MLS",2,78.1,49.3,NA,NA,NA,NA,NA,"2000"
"6286","MLS027","COEI",1900-06-09,"MLS",4,75.2,50.4,NA,NA,NA,NA,NA,"2000"
"6287","MLS027","COEI",1900-06-09,"MLS",8,76.5,48.9,NA,NA,NA,NA,NA,"2000"
"6288","MLS028","COEI",1900-06-09,"MLS",1,74.7,49.6,NA,NA,NA,NA,NA,"2000"
"6289","MLS035","COEI",1900-06-10,"MLS",3,81,50.2,NA,NA,NA,NA,NA,"2000"
"6290","MLS035","COEI",1900-06-10,"MLS",4,78,49.5,NA,NA,NA,NA,NA,"2000"
"6291","MLS035","COEI",1900-06-10,"MLS",1,77,49.5,NA,NA,NA,NA,NA,"2000"
"6292","MLS035","COEI",1900-06-10,"MLS",2,79.5,49.2,NA,NA,NA,NA,NA,"2000"
"6293","MLS038","COEI",1900-06-10,"MLS",6,76.7,50.2,NA,NA,NA,NA,NA,"2000"
"6294","MLS038","COEI",1900-06-10,"MLS",1,78.4,50,NA,NA,NA,NA,NA,"2000"
"6295","MLS038","COEI",1900-06-10,"MLS",3,78.2,50.7,NA,NA,NA,NA,NA,"2000"
"6296","MLS038","COEI",1900-06-10,"MLS",4,74.8,52.6,NA,NA,NA,NA,NA,"2000"
"6297","MLS038","COEI",1900-06-10,"MLS",5,76.6,50.9,NA,NA,NA,NA,NA,"2000"
"6298","MLS038","COEI",1900-06-10,"MLS",2,75.3,52.8,NA,NA,NA,NA,NA,"2000"
"6299","MLS044","COEI",1900-06-11,"MLS",2,75.2,51,NA,NA,NA,NA,NA,"2000"
"6300","MLS044","COEI",1900-06-11,"MLS",6,73,59.7,NA,NA,NA,NA,NA,"2000"
"6301","MLS044","COEI",1900-06-11,"MLS",5,74.1,50.2,NA,NA,NA,NA,NA,"2000"
"6302","MLS044","COEI",1900-06-11,"MLS",1,74,50.1,NA,NA,NA,NA,NA,"2000"
"6303","MLS044","COEI",1900-06-11,"MLS",3,75.2,50.4,NA,NA,NA,NA,NA,"2000"
"6304","MLS044","COEI",1900-06-11,"MLS",4,76.7,50.4,NA,NA,NA,NA,NA,"2000"
"6305","MLS048","COEI",1900-06-11,"MLS",1,74.1,49.7,NA,NA,NA,NA,NA,"2000"
"6306","MLS048","COEI",1900-06-11,"MLS",2,76.2,50.1,NA,NA,NA,NA,NA,"2000"
"6307","MLS048","COEI",1900-06-11,"MLS",3,75.3,49.9,NA,NA,NA,NA,NA,"2000"
"6308","MLS048","COEI",1900-06-11,"MLS",7,68.3,47.6,NA,NA,NA,NA,NA,"2000"
"6309","MLS048","COEI",1900-06-11,"MLS",6,69.5,50,NA,NA,NA,NA,NA,"2000"
"6310","MLS048","COEI",1900-06-11,"MLS",5,72.5,50.2,NA,NA,NA,NA,NA,"2000"
"6311","MLS048","COEI",1900-06-11,"MLS",4,76.4,49.4,NA,NA,NA,NA,NA,"2000"
"6312","MLS049","COEI",1900-06-11,"MLS",2,77.8,50,NA,NA,NA,NA,NA,"2000"
"6313","MLS049","COEI",1900-06-11,"MLS",6,72.2,48.2,NA,NA,NA,NA,NA,"2000"
"6314","MLS049","COEI",1900-06-11,"MLS",1,76.8,48.3,NA,NA,NA,NA,NA,"2000"
"6315","MLS049","COEI",1900-06-11,"MLS",5,75.9,50.5,NA,NA,NA,NA,NA,"2000"
"6316","MLS049","COEI",1900-06-11,"MLS",4,74.6,49.5,NA,NA,NA,NA,NA,"2000"
"6317","MLS049","COEI",1900-06-11,"MLS",3,77,50.7,NA,NA,NA,NA,NA,"2000"
"6318","MLS052","COEI",1900-06-12,"MLS",1,68.4,49.6,NA,NA,NA,NA,NA,"2000"
"6319","MLS052","COEI",1900-06-12,"MLS",2,71.4,49.6,NA,NA,NA,NA,NA,"2000"
"6320","MLS052","COEI",1900-06-12,"MLS",5,69.1,49.3,NA,NA,NA,NA,NA,"2000"
"6321","MLS052","COEI",1900-06-12,"MLS",4,69.3,48.1,NA,NA,NA,NA,NA,"2000"
"6322","MLS052","COEI",1900-06-12,"MLS",3,69.7,50,NA,NA,NA,NA,NA,"2000"
"6323","MLS053","COEI",1900-06-12,"MLS",3,76.8,50.1,NA,NA,NA,NA,NA,"2000"
"6324","MLS053","COEI",1900-06-12,"MLS",2,74.6,52,NA,NA,NA,NA,NA,"2000"
"6325","MLS053","COEI",1900-06-12,"MLS",6,76.6,52.1,NA,NA,NA,NA,NA,"2000"
"6326","MLS053","COEI",1900-06-12,"MLS",5,76.6,52.3,NA,NA,NA,NA,NA,"2000"
"6327","MLS053","COEI",1900-06-12,"MLS",4,77.6,49.9,NA,NA,NA,NA,NA,"2000"
"6328","MLS053","COEI",1900-06-12,"MLS",1,75.6,50.5,NA,NA,NA,NA,NA,"2000"
"6329","MLS059","COEI",1900-06-14,"MLS",6,71.8,50.9,NA,NA,NA,NA,NA,"2000"
"6330","MLS059","COEI",1900-06-14,"MLS",1,76,50,NA,NA,NA,NA,NA,"2000"
"6331","MLS059","COEI",1900-06-14,"MLS",2,74,50,NA,NA,NA,NA,NA,"2000"
"6332","MLS059","COEI",1900-06-14,"MLS",3,72.3,49.6,NA,NA,NA,NA,NA,"2000"
"6333","MLS059","COEI",1900-06-14,"MLS",4,75,49.7,NA,NA,NA,NA,NA,"2000"
"6334","MLS059","COEI",1900-06-14,"MLS",5,74.4,49.5,NA,NA,NA,NA,NA,"2000"
"6335","MLS060","SPEI",1900-06-14,"MLS",1,67.4,43.4,NA,NA,NA,NA,NA,"2000"
"6336","MLS060","SPEI",1900-06-14,"MLS",2,69.9,46,NA,NA,NA,NA,NA,"2000"
"6337","MLS060","SPEI",1900-06-14,"MLS",3,67.5,46.3,NA,NA,NA,NA,NA,"2000"
"6338","MLS060","SPEI",1900-06-14,"MLS",5,68.8,45.6,NA,NA,NA,NA,NA,"2000"
"6339","MLS060","SPEI",1900-06-14,"MLS",4,67.1,45,NA,NA,NA,NA,NA,"2000"
"6340","MLS062","COEI",1900-06-14,"MLS",4,75.2,51.7,NA,NA,NA,NA,NA,"2000"
"6341","MLS062","COEI",1900-06-14,"MLS",1,77.9,51.7,NA,NA,NA,NA,NA,"2000"
"6342","MLS062","COEI",1900-06-14,"MLS",2,77.7,52.3,NA,NA,NA,NA,NA,"2000"
"6343","MLS062","COEI",1900-06-14,"MLS",3,77.4,51.6,NA,NA,NA,NA,NA,"2000"
"6344","MLS062","COEI",1900-06-14,"MLS",5,73.3,51.3,NA,NA,NA,NA,NA,"2000"
"6345","MLS063","COEI",1900-06-14,"MLS",3,71.9,49.3,NA,NA,NA,NA,NA,"2000"
"6346","MLS063","COEI",1900-06-14,"MLS",1,74.8,50.4,NA,NA,NA,NA,NA,"2000"
"6347","MLS063","COEI",1900-06-14,"MLS",2,70.8,50.6,NA,NA,NA,NA,NA,"2000"
"6348","MLS063","COEI",1900-06-14,"MLS",7,70.3,49.6,NA,NA,NA,NA,NA,"2000"
"6349","MLS063","COEI",1900-06-14,"MLS",6,72.2,50.6,NA,NA,NA,NA,NA,"2000"
"6350","MLS063","COEI",1900-06-14,"MLS",5,72.6,50.3,NA,NA,NA,NA,NA,"2000"
"6351","MLS063","COEI",1900-06-14,"MLS",4,72.4,49,NA,NA,NA,NA,NA,"2000"
"6352","MLS068","COEI",1900-06-15,"MLS",4,68.9,47.9,NA,NA,NA,NA,NA,"2000"
"6353","MLS068","COEI",1900-06-15,"MLS",3,74.4,50.1,NA,NA,NA,NA,NA,"2000"
"6354","MLS068","COEI",1900-06-15,"MLS",2,72.6,48.5,NA,NA,NA,NA,NA,"2000"
"6355","MLS068","COEI",1900-06-15,"MLS",1,68.6,47.9,NA,NA,NA,NA,NA,"2000"
"6356","MLS074","COEI",1900-06-16,"MLS",6,68.1,46.9,NA,NA,NA,NA,NA,"2000"
"6357","MLS074","COEI",1900-06-16,"MLS",1,80.4,48.4,NA,NA,NA,NA,NA,"2000"
"6358","MLS074","COEI",1900-06-16,"MLS",2,77.7,50,NA,NA,NA,NA,NA,"2000"
"6359","MLS074","COEI",1900-06-16,"MLS",3,77.4,50.5,NA,NA,NA,NA,NA,"2000"
"6360","MLS074","COEI",1900-06-16,"MLS",4,75.7,50.6,NA,NA,NA,NA,NA,"2000"
"6361","MLS074","COEI",1900-06-16,"MLS",5,80.3,46.8,NA,NA,NA,NA,NA,"2000"
"6362","MLS083","COEI",1900-06-22,"MLS",1,76,49.4,NA,NA,NA,NA,NA,"2000"
"6363","MLS083","COEI",1900-06-22,"MLS",2,75.9,50,NA,NA,NA,NA,NA,"2000"
"6364","MLS083","COEI",1900-06-22,"MLS",3,74.3,49.2,NA,NA,NA,NA,NA,"2000"
"6365","MLS083","COEI",1900-06-22,"MLS",4,74.8,49.9,NA,NA,NA,NA,NA,"2000"
"6366","MLS083","COEI",1900-06-22,"MLS",5,75,50.4,NA,NA,NA,NA,NA,"2000"
"6367","TLM001","COEI",1900-05-28,"TLM",1,76.6,41.4,NA,NA,NA,NA,NA,"2000"
"6368","TLM001","COEI",1900-05-28,"TLM",2,75.9,50.6,NA,NA,NA,NA,NA,"2000"
"6369","TLM001","COEI",1900-05-28,"TLM",3,72.2,49.9,NA,NA,NA,NA,NA,"2000"
"6370","TLM001","COEI",1900-06-10,"MLS",4,71.4,47.9,NA,NA,NA,NA,NA,"2000"
"6371","TLM002","COEI",1900-05-30,"TLM",1,76.8,49.9,NA,NA,NA,NA,NA,"2000"
"6372","TLM002","COEI",1900-06-09,"MLS",4,74.5,49.6,NA,NA,NA,NA,NA,"2000"
"6373","TLM002","COEI",1900-06-09,"MLS",5,77.1,49.9,NA,NA,NA,NA,NA,"2000"
"6374","TLM002","COEI",1900-06-09,"MLS",3,78.8,50,NA,NA,NA,NA,NA,"2000"
"6375","TLM002","COEI",1900-06-09,"MLS",6,72.9,50.1,NA,NA,NA,NA,NA,"2000"
"6376","TLM002","COEI",1900-06-09,"MLS",2,76.6,50.4,NA,NA,NA,NA,NA,"2000"
"6377","TLM003","COEI",1900-05-31,"TLM",1,73.6,49,NA,NA,NA,NA,NA,"2000"
"6378","TLM003","COEI",1900-05-31,"TLM",2,77.9,51,NA,NA,NA,NA,NA,"2000"
"6379","TLM003","COEI",1900-05-31,"TLM",3,76,52,NA,NA,NA,NA,NA,"2000"
"6380","TLM003","COEI",1900-05-31,"TLM",4,74.9,49.6,NA,NA,NA,NA,NA,"2000"
"6381","TLM003","COEI",1900-05-31,"TLM",5,75.1,49,NA,NA,NA,NA,NA,"2000"
"6382","TLM003","COEI",1900-05-31,"TLM",6,77.7,50.9,NA,NA,NA,NA,NA,"2000"
"6383","TLM003","COEI",1900-06-10,"BG",NA,0,0,NA,NA,NA,NA,NA,"2000"
"6384","TLM003","COEI",1900-06-10,"BG",NA,0,0,NA,NA,NA,NA,NA,"2000"
"6385","TLM003","COEI",1900-06-10,"BG",NA,0,0,NA,NA,NA,NA,NA,"2000"
"6386","TLM003","COEI",1900-06-10,"BG",NA,0,0,NA,NA,NA,NA,NA,"2000"
"6387","TLM003","COEI",1900-06-10,"BG",NA,0,0,NA,NA,NA,NA,NA,"2000"
"6388","TLM003","COEI",1900-06-10,"BG",NA,0,0,NA,NA,NA,NA,NA,"2000"
"6389","TLM004","COEI",1900-05-31,"TLM",1,83.6,49.3,NA,NA,NA,NA,NA,"2000"
"6390","TLM005","COEI",1900-06-10,"MLS",1,76.7,49.9,NA,NA,NA,NA,NA,"2000"
"6391","TLM005","COEI",1900-06-10,"MLS",3,74,50.3,NA,NA,NA,NA,NA,"2000"
"6392","TLM005","COEI",1900-06-10,"MLS",5,74.4,49,NA,NA,NA,NA,NA,"2000"
"6393","TLM005","COEI",1900-06-10,"MLS",2,74.1,49.6,NA,NA,NA,NA,NA,"2000"
"6394","TLM005","COEI",1900-06-10,"MLS",6,67.5,48.6,NA,NA,NA,NA,NA,"2000"
"6395","TLM005","COEI",1900-06-10,"MLS",4,75.7,49.4,NA,NA,NA,NA,NA,"2000"
"6396","TLM006","COEI",1900-05-31,"TLM",1,74.6,48.9,NA,NA,NA,NA,NA,"2000"
"6397","TLM006","COEI",1900-06-10,"MLS",2,76.1,51,NA,NA,NA,NA,NA,"2000"
"6398","TLM006","COEI",1900-06-10,"MLS",5,78,51.4,NA,NA,NA,NA,NA,"2000"
"6399","TLM006","COEI",1900-06-10,"MLS",3,78.8,50.5,NA,NA,NA,NA,NA,"2000"
"6400","TLM006","COEI",1900-06-10,"MLS",4,74.1,48.6,NA,NA,NA,NA,NA,"2000"
"6401","TLM006","COEI",1900-06-20,"MLS",7,72.2,50.5,NA,NA,NA,NA,NA,"2000"
"6402","TLM006","COEI",1900-06-20,"MLS",6,78.7,50.9,NA,NA,NA,NA,NA,"2000"
"6403","TLM009","COEI",1900-06-01,"TLM",1,77.4,58.6,NA,NA,NA,NA,NA,"2000"
"6404","TLM009","COEI",1900-06-01,"TLM",2,78,50.1,NA,NA,NA,NA,NA,"2000"
"6405","TLM009","COEI",1900-06-01,"TLM",3,76.4,49.3,NA,NA,NA,NA,NA,"2000"
"6406","TLM009","COEI",1900-06-01,"TLM",4,73.5,48.1,NA,NA,NA,NA,NA,"2000"
"6407","TLM009","COEI",1900-06-01,"TLM",5,76.2,49.4,NA,NA,NA,NA,NA,"2000"
"6408","TLM009","COEI",1900-06-01,"TLM",6,73.3,48.5,NA,NA,NA,NA,NA,"2000"
"6409","TLM010","COEI",1900-06-02,"TLM",2,74.2,52.6,NA,NA,NA,NA,NA,"2000"
"6410","TLM010","COEI",1900-06-02,"TLM",1,72.9,53.2,NA,NA,NA,NA,NA,"2000"
"6411","TLM011","COEI",1900-06-02,"TLM",1,74.5,51.6,NA,NA,NA,NA,NA,"2000"
"6412","TLM013","COEI",1900-06-02,"TLM",2,78.8,48,NA,NA,NA,NA,NA,"2000"
"6413","TLM013","COEI",1900-06-02,"TLM",1,75.6,47.2,NA,NA,NA,NA,NA,"2000"
"6414","TLM013","COEI",1900-06-12,"BG",6,76.1,48.5,NA,NA,NA,NA,NA,"2000"
"6415","TLM013","COEI",1900-06-12,"BG",5,74,48.8,NA,NA,NA,NA,NA,"2000"
"6416","TLM013","COEI",1900-06-12,"BG",4,73.6,48.9,NA,NA,NA,NA,NA,"2000"
"6417","TLM013","COEI",1900-06-12,"BG",3,74.5,48.3,NA,NA,NA,NA,NA,"2000"
"6418","TLM016","COEI",1900-06-02,"TLM",1,76.4,48.6,NA,NA,NA,NA,NA,"2000"
"6419","TLM017","COEI",1900-06-02,"TLM",1,73.4,52.1,NA,NA,NA,NA,NA,"2000"
"6420","TLM017","COEI",1900-06-12,"BG",3,72.9,51.4,NA,NA,NA,NA,NA,"2000"
"6421","TLM017","COEI",1900-06-12,"BG",4,75,52.6,NA,NA,NA,NA,NA,"2000"
"6422","TLM017","COEI",1900-06-12,"BG",2,76.2,51.9,NA,NA,NA,NA,NA,"2000"
"6423","TLM017","COEI",1900-06-12,"BG",5,71,52,NA,NA,NA,NA,NA,"2000"
"6424","TLM017","COEI",1900-06-22,"MLS",6,70.9,50.5,NA,NA,NA,NA,NA,"2000"
"6425","TLM018","COEI",1900-06-03,"TLM",1,77,49.7,NA,NA,NA,NA,NA,"2000"
"6426","TLM019","COEI",1900-06-03,"TLM",1,77,52.1,NA,NA,NA,NA,NA,"2000"
"6427","TLM019","COEI",1900-06-03,"TLM",2,76.4,51.2,NA,NA,NA,NA,NA,"2000"
"6428","TLM019","COEI",1900-06-03,"TLM",3,74.8,52.4,NA,NA,NA,NA,NA,"2000"
"6429","TLM019","COEI",1900-06-03,"TLM",4,75.5,49.1,NA,NA,NA,NA,NA,"2000"
"6430","TLM020","COEI",1900-06-03,"TLM",1,78.3,51,NA,NA,NA,NA,NA,"2000"
"6431","TLM020","COEI",1900-06-03,"TLM",2,84.2,49.1,NA,NA,NA,NA,NA,"2000"
"6432","TLM020","COEI",1900-06-03,"TLM",3,76.3,50.5,NA,NA,NA,NA,NA,"2000"
"6433","TLM020","COEI",1900-06-03,"TLM",4,76.7,50.9,NA,NA,NA,NA,NA,"2000"
"6434","TLM020","COEI",1900-06-03,"TLM",5,77.8,51,NA,NA,NA,NA,NA,"2000"
"6435","TLM020","COEI",1900-06-13,"BG",7,74.2,49.3,NA,NA,NA,NA,NA,"2000"
"6436","TLM020","COEI",1900-06-13,"BG",6,72.7,47.3,NA,NA,NA,NA,NA,"2000"
"6437","TLM021","COEI",1900-06-03,"TLM",2,79.6,50.9,NA,NA,NA,NA,NA,"2000"
"6438","TLM021","COEI",1900-06-03,"TLM",1,81.4,52.4,NA,NA,NA,NA,NA,"2000"
"6439","TLM021","COEI",1900-06-13,"BG",4,75.6,52.1,NA,NA,NA,NA,NA,"2000"
"6440","TLM021","COEI",1900-06-13,"BG",3,81.7,51.8,NA,NA,NA,NA,NA,"2000"
"6441","TLM022","COEI",1900-06-03,"TLM",2,77,52,NA,NA,NA,NA,NA,"2000"
"6442","TLM022","COEI",1900-06-03,"TLM",1,76.4,50.6,NA,NA,NA,NA,NA,"2000"
"6443","TLM022","COEI",1900-06-13,"BG",3,75.9,51.9,NA,NA,NA,NA,NA,"2000"
"6444","TLM022","COEI",1900-06-13,"BG",4,73.7,51.7,NA,NA,NA,NA,NA,"2000"
"6445","TLM022","COEI",1900-06-13,"BG",5,73.1,49.9,NA,NA,NA,NA,NA,"2000"
"6446","TLM023","COEI",1900-06-03,"TLM",1,78.9,49.8,NA,NA,NA,NA,NA,"2000"
"6447","TLM023","COEI",1900-06-03,"TLM",2,75,49.7,NA,NA,NA,NA,NA,"2000"
"6448","TLM023","COEI",1900-06-03,"TLM",3,74.2,49.1,NA,NA,NA,NA,NA,"2000"
"6449","TLM023","COEI",1900-06-03,"TLM",4,75.4,50,NA,NA,NA,NA,NA,"2000"
"6450","TLM023","COEI",1900-06-03,"TLM",6,70.9,47.6,NA,NA,NA,NA,NA,"2000"
"6451","TLM023","COEI",1900-06-03,"TLM",5,73.6,48.9,NA,NA,NA,NA,NA,"2000"
"6452","TLM024","COEI",1900-06-03,"TLM",1,73.3,49.4,NA,NA,NA,NA,NA,"2000"
"6453","TLM024","COEI",1900-06-03,"TLM",3,73.4,49.4,NA,NA,NA,NA,NA,"2000"
"6454","TLM024","COEI",1900-06-03,"TLM",4,73.8,50,NA,NA,NA,NA,NA,"2000"
"6455","TLM024","COEI",1900-06-03,"TLM",5,73.4,48.8,NA,NA,NA,NA,NA,"2000"
"6456","TLM024","COEI",1900-06-03,"TLM",6,73.2,49.5,NA,NA,NA,NA,NA,"2000"
"6457","TLM024","COEI",1900-06-03,"TLM",2,73.2,49.7,NA,NA,NA,NA,NA,"2000"
"6458","TLM025","COEI",1900-06-03,"TLM",1,76,50.4,NA,NA,NA,NA,NA,"2000"
"6459","TLM025","COEI",1900-06-03,"TLM",2,75.4,50.2,NA,NA,NA,NA,NA,"2000"
"6460","TLM025","COEI",1900-06-03,"TLM",3,75.8,50.6,NA,NA,NA,NA,NA,"2000"
"6461","TLM025","COEI",1900-06-13,"TLM",4,72.7,50,NA,NA,NA,NA,NA,"2000"
"6462","TLM025","COEI",1900-06-13,"TLM",6,71,48.4,NA,NA,NA,NA,NA,"2000"
"6463","TLM025","COEI",1900-06-13,"TLM",5,75.7,49.2,NA,NA,NA,NA,NA,"2000"
"6464","TLM026","COEI",1900-06-03,"TLM",5,75,48.9,NA,NA,NA,NA,NA,"2000"
"6465","TLM026","COEI",1900-06-03,"TLM",1,77,51.2,NA,NA,NA,NA,NA,"2000"
"6466","TLM026","COEI",1900-06-03,"TLM",2,75.4,50.2,NA,NA,NA,NA,NA,"2000"
"6467","TLM026","COEI",1900-06-03,"TLM",3,74,51.8,NA,NA,NA,NA,NA,"2000"
"6468","TLM026","COEI",1900-06-03,"TLM",4,77.1,50.3,NA,NA,NA,NA,NA,"2000"
