"","NEST_NO","SPECIES","DATE","OBS","EGGNO","LENGTH","WIDTH","LINK","WEBTAG","WEIGHT","RADIO","TAGDATE","Year"
"13050","HMW037","SPEI",2004-05-23,NA,2,684,454,NA,NA,NA,NA,NA,"2004"
"13051","HMW038","COEI",2004-05-23,NA,2,701,488,NA,NA,NA,NA,NA,"2004"
"13052","HMW038","COEI",2004-05-23,NA,1,701,485,NA,NA,NA,NA,NA,"2004"
"13053","HMW023","SPEI",2004-05-27,NA,4,752,497,NA,NA,NA,NA,NA,"2004"
"13054","HMW037","SPEI",2004-05-23,NA,1,687,452,NA,NA,NA,NA,NA,"2004"
"13055","HMW039","COEI",2004-05-23,NA,1,603,438,NA,NA,NA,NA,NA,"2004"
"13056","HMW040","SPEI",2004-05-27,NA,6,NA,NA,NA,NA,NA,NA,NA,"2004"
"13057","HMW040","SPEI",2004-05-27,NA,6,682,465,NA,NA,NA,NA,NA,"2004"
"13058","HMW039","SPEI",2004-05-23,NA,6,646,454,NA,NA,NA,NA,NA,"2004"
"13059","HMW039","SPEI",2004-05-23,NA,5,627,442,NA,NA,NA,NA,NA,"2004"
"13060","HMW039","SPEI",2004-05-23,NA,4,653,444,NA,NA,NA,NA,NA,"2004"
"13061","LJVO15","SPEI",2004-05-23,NA,4,699,447,NA,NA,NA,NA,NA,"2004"
"13062","HMW039","SPEI",2004-05-23,NA,3,623,445,NA,NA,NA,NA,NA,"2004"
"13063","LJVO15","SPEI",2004-05-23,NA,3,656,454,NA,NA,NA,NA,NA,"2004"
"13064","HMW039","SPEI",2004-05-23,NA,2,651,454,NA,NA,NA,NA,NA,"2004"
"13065","HMW042","COEI",2004-05-27,NA,1,772,595,NA,NA,NA,NA,NA,"2004"
"13066","HMW042","COEI",2004-05-27,NA,2,763,510,NA,NA,NA,NA,NA,"2004"
"13067","HMW042","COEI",2004-05-27,NA,3,779,510,NA,NA,NA,NA,NA,"2004"
"13068","HMW042","COEI",2004-05-27,NA,4,775,595,NA,NA,NA,NA,NA,"2004"
"13069","HMW042","COEI",2004-05-27,NA,5,744,597,NA,NA,NA,NA,NA,"2004"
"13070","HMW043","COEI",2004-05-27,NA,1,742,480,NA,NA,NA,NA,NA,"2004"
"13071","HMW043","COEI",2004-05-27,NA,1,741,481,NA,NA,NA,NA,NA,"2004"
"13072","HMW043","COEI",2004-05-27,NA,2,726,583,NA,NA,NA,NA,NA,"2004"
"13073","HMW043","COEI",2004-05-27,NA,3,761,581,NA,NA,NA,NA,NA,"2004"
"13074","HMW043","COEI",2004-05-27,NA,4,756,471,NA,NA,NA,NA,NA,"2004"
"13075","HMW043","COEI",2004-05-27,NA,5,734,485,NA,NA,NA,NA,NA,"2004"
"13076","HMW043","COEI",2004-05-27,NA,6,705,476,NA,NA,NA,NA,NA,"2004"
"13077","HMW043","COEI",2004-05-27,NA,1,NA,NA,NA,NA,NA,NA,NA,"2004"
"13078","HMW049","UNLO",2004-05-27,NA,1,789,265,NA,NA,NA,NA,NA,"2004"
"13079","HMW049","UNLO",2004-05-27,NA,2,152,2655,NA,NA,NA,NA,NA,"2004"
"13080","HMW049","UNLO",2004-05-27,NA,2,NA,NA,NA,NA,NA,NA,NA,"2004"
"13081","HMW021","COEI",2004-05-27,"LJV",9,74.9,50.6,NA,NA,NA,NA,NA,"2004"
"13082","LJV033","COEI",2004-05-27,"LJV",1,75.7,50.2,NA,NA,NA,NA,NA,"2004"
"13083","LJV033","COEI",2004-05-27,"LJV",2,74.9,51.3,NA,NA,NA,NA,NA,"2004"
"13084","LJV033","COEI",2004-05-27,"LJV",3,73.5,50.9,NA,NA,NA,NA,NA,"2004"
"13085","LJV034","SPEI",2004-05-27,"LJV",1,67.7,46.4,NA,NA,NA,NA,NA,"2004"
"13086","LJV034","SPEI",2004-05-27,"LJV",2,68.1,46.1,NA,NA,NA,NA,NA,"2004"
"13087","LJV034","SPEI",2004-05-27,"LJV",3,68.4,45.8,NA,NA,NA,NA,NA,"2004"
"13088","LJV034","SPEI",2004-05-27,"LJV",4,69.1,45.9,NA,NA,NA,NA,NA,"2004"
"13089","LJV034","SPEI",2004-05-27,"LJV",5,64,46.2,NA,NA,NA,NA,NA,"2004"
"13090","LJV034","SPEI",2004-05-27,"LJV",6,67.7,45.5,NA,NA,NA,NA,NA,"2004"
"13091","HMW044","COEI",2004-05-27,"LJV",1,76,50.1,NA,NA,NA,NA,NA,"2004"
"13092","HMW044","COEI",2004-05-27,"LJV",2,74.2,49.6,NA,NA,NA,NA,NA,"2004"
"13093","HMW044","COEI",2004-05-27,"LJV",3,74,73.5,NA,NA,NA,NA,NA,"2004"
"13094","HMW044","COEI",2004-05-27,"LJV",4,73.5,49.7,NA,NA,NA,NA,NA,"2004"
"13095","BNS011","COEI",2004-05-27,"BNS",1,74.3,48.8,NA,NA,NA,NA,NA,"2004"
"13096","BNS011","COEI",2004-05-27,"BNS",2,74,49.5,NA,NA,NA,NA,NA,"2004"
"13097","BNS011","COEI",2004-05-27,"BNS",3,73,49.7,NA,NA,NA,NA,NA,"2004"
"13098","BNS011","COEI",2004-05-27,"BNS",4,75.8,48.2,NA,NA,NA,NA,NA,"2004"
"13099","BNS011","COEI",2004-05-27,"BNS",5,68.2,48.2,NA,NA,NA,NA,NA,"2004"
"13100","BNS011","COEI",2004-05-27,"BNS",6,70.5,49.4,NA,NA,NA,NA,NA,"2004"
"13101","BNS012","PALO",2004-05-27,"BNS",1,71.9,46.7,NA,NA,NA,NA,NA,"2004"
"13102","BNS013","SPEI",2004-05-27,"BNS",1,65.9,46.5,NA,NA,NA,NA,NA,"2004"
"13103","BNS013","SPEI",2004-05-27,"BNS",2,66.9,46.7,NA,NA,NA,NA,NA,"2004"
"13104","BNS013","SPEI",2004-05-27,"BNS",3,67.7,46.1,NA,NA,NA,NA,NA,"2004"
"13105","BNS013","SPEI",2004-05-27,"BNS",4,65.7,46.6,NA,NA,NA,NA,NA,"2004"
"13106","BNS013","SPEI",2004-05-27,"BNS",5,66.4,47.1,NA,NA,NA,NA,NA,"2004"
"13107","BNS013","SPEI",2004-05-27,"BNS",6,64.5,46.2,NA,NA,NA,NA,NA,"2004"
"13108","BNS014","PALO",2004-05-27,"BNS",1,86.7,54,NA,NA,NA,NA,NA,"2004"
"13109","BNS015","SPEI",2004-05-27,"BNS",1,66.8,44.9,NA,NA,NA,NA,NA,"2004"
"13110","BNS015","SPEI",2004-05-27,"BNS",2,63.5,44.5,NA,NA,NA,NA,NA,"2004"
"13111","BNS015","SPEI",2004-05-27,"BNS",3,64.8,45.6,NA,NA,NA,NA,NA,"2004"
"13112","BNS015","SPEI",2004-05-27,"BNS",4,67.3,44.6,NA,NA,NA,NA,NA,"2004"
"13113","BNS015","SPEI",2004-05-27,"BNS",5,67.5,44.5,NA,NA,NA,NA,NA,"2004"
"13114","BNS016","COEI",2004-05-27,"BNS",1,67.4,45.3,NA,NA,NA,NA,NA,"2004"
"13115","BNS016","COEI",2004-05-27,"BNS",2,76.1,50.8,NA,NA,NA,NA,NA,"2004"
"13116","BNS016","COEI",2004-05-27,"BNS",3,67.9,45.5,NA,NA,NA,NA,NA,"2004"
"13117","BNS016","COEI",2004-05-27,"BNS",4,75.3,51.2,NA,NA,NA,NA,NA,"2004"
"13118","BNS016","COEI",2004-05-27,"BNS",5,74.9,51.1,NA,NA,NA,NA,NA,"2004"
"13119","BNS016","COEI",2004-05-27,"BNS",6,72.8,50.1,NA,NA,NA,NA,NA,"2004"
"13120","BNS016","COEI",2004-05-27,"BNS",7,80.5,50.4,NA,NA,NA,NA,NA,"2004"
"13121","BNS017","RTLO",2004-05-27,"BNS",1,74.8,44.5,NA,NA,NA,NA,NA,"2004"
"13122","BNS017","RTLO",2004-05-27,"BNS",2,72.2,43.9,NA,NA,NA,NA,NA,"2004"
"13123","BNS018","RTLO",2004-05-27,"BNS",1,75.7,48.6,NA,NA,NA,NA,NA,"2004"
"13124","BNS019","COEI",2004-05-27,"BNS",1,75.2,51.3,NA,NA,NA,NA,NA,"2004"
"13125","BNS019","COEI",2004-05-27,"BNS",2,72.9,50.8,NA,NA,NA,NA,NA,"2004"
"13126","BNS019","COEI",2004-05-27,"BNS",3,68.9,50.6,NA,NA,NA,NA,NA,"2004"
"13127","BNS019","COEI",2004-05-27,"BNS",4,74.1,51.7,NA,NA,NA,NA,NA,"2004"
"13128","BNS020","COEI",2004-05-27,"BNS",1,77.5,50.9,NA,NA,NA,NA,NA,"2004"
"13129","BNS020","COEI",2004-05-27,"BNS",2,75.5,50.8,NA,NA,NA,NA,NA,"2004"
"13130","BNS020","COEI",2004-05-27,"BNS",3,74.9,48.2,NA,NA,NA,NA,NA,"2004"
"13131","BNS020","COEI",2004-05-27,"BNS",4,75.9,50.9,NA,NA,NA,NA,NA,"2004"
"13132","BNS020","COEI",2004-05-27,"BNS",5,73.1,49.9,NA,NA,NA,NA,NA,"2004"
"13133","BNS020","COEI",2004-05-27,"BNS",6,75.4,51.2,NA,NA,NA,NA,NA,"2004"
"13134","BNS020","COEI",2004-05-27,"BNS",0,0,0,NA,NA,NA,NA,NA,"2004"
"13135","BNS021","SPEI",2004-05-27,"BNS",1,66.6,47.8,NA,NA,NA,NA,NA,"2004"
"13136","BNS021","SPEI",2004-05-27,"BNS",2,67.1,48.2,NA,NA,NA,NA,NA,"2004"
"13137","BNS021","SPEI",2004-05-27,"BNS",3,66.2,47.5,NA,NA,NA,NA,NA,"2004"
"13138","BNS021","SPEI",2004-05-27,"BNS",4,66.7,48.2,NA,NA,NA,NA,NA,"2004"
"13139","BNS021","SPEI",2004-05-27,"BNS",5,67.3,47.3,NA,NA,NA,NA,NA,"2004"
"13140","BNS022","SPEI",2004-05-27,"BNS",1,69.1,45.9,NA,NA,NA,NA,NA,"2004"
"13141","BNS022","SPEI",2004-05-27,"BNS",2,65.9,44.6,NA,NA,NA,NA,NA,"2004"
"13142","BNS022","SPEI",2004-05-27,"BNS",3,68.2,45.1,NA,NA,NA,NA,NA,"2004"
"13143","BNS022","SPEI",2004-05-27,"BNS",4,69.6,45.7,NA,NA,NA,NA,NA,"2004"
"13144","BNS022","SPEI",2004-05-27,"BNS",5,66.9,46,NA,NA,NA,NA,NA,"2004"
"13145","BNS022","SPEI",2004-05-27,"BNS",6,71.9,46,NA,NA,NA,NA,NA,"2004"
"13146","BNS023","COEI",2004-05-27,"BNS",1,70.5,48.2,NA,NA,NA,NA,NA,"2004"
"13147","BNS023","COEI",2004-05-27,"BNS",2,73.1,49.5,NA,NA,NA,NA,NA,"2004"
"13148","BNS023","COEI",2004-05-27,"BNS",3,72.8,48.5,NA,NA,NA,NA,NA,"2004"
"13149","BNS023","COEI",2004-05-27,"BNS",4,74.9,50.3,NA,NA,NA,NA,NA,"2004"
"13150","BNS023","COEI",2004-05-27,"BNS",5,74.9,49,NA,NA,NA,NA,NA,"2004"
"13151","BNS023","COEI",2004-05-27,"BNS",6,75.3,50.6,NA,NA,NA,NA,NA,"2004"
"13152","TJO008","COEI",2004-05-26,"TJO",1,79.1,49.5,NA,NA,NA,NA,NA,"2004"
"13153","TJO008","COEI",2004-05-26,"TJO",2,76.2,51.2,NA,NA,NA,NA,NA,"2004"
"13154","TJO008","COEI",2004-05-26,"TJO",3,74.1,51.2,NA,NA,NA,NA,NA,"2004"
"13155","TJO008","COEI",2004-05-26,"TJO",4,78.4,50.3,NA,NA,NA,NA,NA,"2004"
"13156","TJO008","COEI",2004-05-26,"TJO",5,77.1,51.4,NA,NA,NA,NA,NA,"2004"
"13157","TJO008","COEI",2004-05-26,"TJO",6,75.1,49.4,NA,NA,NA,NA,NA,"2004"
"13158","TJO009","COEI",2004-05-26,"TJO",1,75.9,49.9,NA,NA,NA,NA,NA,"2004"
"13159","TJO009","COEI",2004-05-26,"TJO",2,74,49.5,NA,NA,NA,NA,NA,"2004"
"13160","TJO009","COEI",2004-05-26,"TJO",3,74.6,48.9,NA,NA,NA,NA,NA,"2004"
"13161","TJO009","COEI",2004-05-26,"TJO",4,74,49,NA,NA,NA,NA,NA,"2004"
"13162","TJO009","COEI",2004-05-26,"TJO",5,74.2,48.2,NA,NA,NA,NA,NA,"2004"
"13163","TJO009","COEI",2004-05-26,"TJO",6,75.9,49.7,NA,NA,NA,NA,NA,"2004"
"13164","TJO010","COEI",2004-05-26,"TJO",1,76.8,50.3,NA,NA,NA,NA,NA,"2004"
"13165","TJO010","COEI",2004-05-26,"TJO",2,76.7,50.5,NA,NA,NA,NA,NA,"2004"
"13166","TJO010","COEI",2004-05-26,"TJO",3,77.5,52.4,NA,NA,NA,NA,NA,"2004"
"13167","TJO010","COEI",2004-05-26,"TJO",4,78.3,52.1,NA,NA,NA,NA,NA,"2004"
"13168","TJO010","COEI",2004-05-26,"TJO",5,75.4,51.3,NA,NA,NA,NA,NA,"2004"
"13169","TJO011","PALO",2004-05-26,"TJO",1,82.9,47.1,NA,NA,NA,NA,NA,"2004"
"13170","TJO011","PALO",2004-05-26,"TJO",2,78.6,45.6,NA,NA,NA,NA,NA,"2004"
"13171","HMW053","COEI",2004-05-28,"HMW",1,72.1,48.9,NA,NA,NA,NA,NA,"2004"
"13172","HMW053","COEI",2004-05-28,"HMW",2,70.1,48.7,NA,NA,NA,NA,NA,"2004"
"13173","HMW053","COEI",2004-05-28,"HMW",3,66.7,58.9,NA,NA,NA,NA,NA,"2004"
"13174","HMW053","COEI",2004-05-28,"HMW",4,76.3,48.7,NA,NA,NA,NA,NA,"2004"
"13175","HMW053","COEI",2004-05-28,"HMW",5,67.6,49,NA,NA,NA,NA,NA,"2004"
"13176","HMW053","COEI",2004-05-28,"HMW",6,69.9,49.4,NA,NA,NA,NA,NA,"2004"
"13177","HMW053","COEI",2004-05-28,"HMW",7,72.4,50.1,NA,NA,NA,NA,NA,"2004"
"13178","HMW053","COEI",2004-05-28,"HMW",8,76.2,58.6,NA,NA,NA,NA,NA,"2004"
"13179","HMW055","SPEI",2004-05-28,"HMW",1,70.4,44.8,NA,NA,NA,NA,NA,"2004"
"13180","HMW055","SPEI",2004-05-28,"HMW",2,71.8,45,NA,NA,NA,NA,NA,"2004"
"13181","HMW055","SPEI",2004-05-28,"HMW",3,68.2,44.2,NA,NA,NA,NA,NA,"2004"
"13182","HMW055","SPEI",2004-05-28,"HMW",4,69.8,42.7,NA,NA,NA,NA,NA,"2004"
"13183","HMW055","SPEI",2004-05-28,"HMW",5,69.8,45,NA,NA,NA,NA,NA,"2004"
"13184","HMW056","COEI",2004-05-28,"HMW",1,76.5,51.5,NA,NA,NA,NA,NA,"2004"
"13185","HMW056","COEI",2004-05-28,"HMW",2,75.4,52.7,NA,NA,NA,NA,NA,"2004"
"13186","HMW056","COEI",2004-05-28,"HMW",3,77.4,50.1,NA,NA,NA,NA,NA,"2004"
"13187","HMW056","COEI",2004-05-28,"HMW",4,73.4,51,NA,NA,NA,NA,NA,"2004"
"13188","HMW045","COEI",2004-05-28,"HMW",1,69.2,50.1,NA,NA,NA,NA,NA,"2004"
"13189","HMW045","COEI",2004-05-28,"HMW",2,70.2,50.8,NA,NA,NA,NA,NA,"2004"
"13190","HMW052","COEI",2004-05-28,"HMW",1,76.5,49.7,NA,NA,NA,NA,NA,"2004"
"13191","HMW052","COEI",2004-05-28,"HMW",2,75.8,50.1,NA,NA,NA,NA,NA,"2004"
"13192","HMW052","COEI",2004-05-28,"HMW",3,75.9,50.7,NA,NA,NA,NA,NA,"2004"
"13193","HMW052","COEI",2004-05-28,"HMW",4,78.4,50.4,NA,NA,NA,NA,NA,"2004"
"13194","TJO012","COEI",2004-05-25,"TJO",1,76.5,48.7,NA,NA,NA,NA,NA,"2004"
"13195","TJO012","COEI",2004-05-25,"TJO",2,76.1,49.2,NA,NA,NA,NA,NA,"2004"
"13196","TJO013","COEI",2004-05-25,"TJO",1,76.7,47.6,NA,NA,NA,NA,NA,"2004"
"13197","TJO013","COEI",2004-05-25,"TJO",2,77.6,49.1,NA,NA,NA,NA,NA,"2004"
"13198","TJO013","COEI",2004-05-25,"TJO",3,72.6,49.2,NA,NA,NA,NA,NA,"2004"
"13199","TJO013","COEI",2004-05-25,"TJO",4,72.1,50,NA,NA,NA,NA,NA,"2004"
"13200","TJO014","PALO",2004-05-25,"TJO",1,76.2,46.2,NA,NA,NA,NA,NA,"2004"
"13201","TJO014","PALO",2004-05-25,"TJO",2,74.7,47.4,NA,NA,NA,NA,NA,"2004"
"13202","TJO015","SPEI",2004-05-25,"TJO",1,68.5,46.1,NA,NA,NA,NA,NA,"2004"
"13203","TJO015","SPEI",2004-05-25,"TJO",2,71.2,45.5,NA,NA,NA,NA,NA,"2004"
"13204","TJO015","SPEI",2004-05-25,"TJO",3,68.8,46.4,NA,NA,NA,NA,NA,"2004"
"13205","TJO016","KIEI",2004-05-25,"TJO",1,73.4,45.5,NA,NA,NA,NA,NA,"2004"
"13206","TJO016","KIEI",2004-05-25,"TJO",2,71.7,45.6,NA,NA,NA,NA,NA,"2004"
"13207","TJO016","KIEI",2004-05-25,"TJO",3,70.8,45.9,NA,NA,NA,NA,NA,"2004"
"13208","TJO016","KIEI",2004-05-25,"TJO",4,69.5,45.7,NA,NA,NA,NA,NA,"2004"
"13209","TJO017","PALO",2004-05-25,"TJO",1,75.9,43.7,NA,NA,NA,NA,NA,"2004"
"13210","TJO017","PALO",2004-05-25,"TJO",2,71.1,44.5,NA,NA,NA,NA,NA,"2004"
"13211","TJO018","SPEI",2004-05-25,"TJO",1,72.9,46.4,NA,NA,NA,NA,NA,"2004"
"13212","TJO018","SPEI",2004-05-25,"TJO",2,71.8,45.6,NA,NA,NA,NA,NA,"2004"
"13213","TJO018","SPEI",2004-05-25,"TJO",3,73,46.6,NA,NA,NA,NA,NA,"2004"
"13214","TJO018","SPEI",2004-05-25,"TJO",4,72.8,45,NA,NA,NA,NA,NA,"2004"
"13215","TJO018","SPEI",2004-05-25,"TJO",5,72.1,46.5,NA,NA,NA,NA,NA,"2004"
"13216","TJO018","SPEI",2004-05-25,"TJO",6,73.6,45.4,NA,NA,NA,NA,NA,"2004"
"13217","TJO018","SPEI",2004-05-25,"TJO",7,68.3,46.8,NA,NA,NA,NA,NA,"2004"
"13218","TJO019","COEI",2004-05-25,"TJO",1,77.6,52.2,"Y",7628,0,0,2004-06-09,"2004"
"13219","TJO019","COEI",2004-05-25,"TJO",2,75.3,51.7,"Y",7627,0,0,2004-06-09,"2004"
"13220","TJO020","COEI",2004-05-25,"TJO",1,74.2,47.7,NA,NA,NA,NA,NA,"2004"
"13221","TJO020","COEI",2004-05-25,"TJO",2,75.7,49.6,NA,NA,NA,NA,NA,"2004"
"13222","TJO021","COEI",2004-05-25,"TJO",1,70.4,47.6,NA,NA,NA,NA,NA,"2004"
"13223","TJO022","COEI",2004-05-27,"TJO",1,75.1,49.9,NA,NA,NA,NA,NA,"2004"
"13224","TJO022","COEI",2004-05-27,"TJO",2,74.2,49,NA,NA,NA,NA,NA,"2004"
"13225","TJO022","COEI",2004-05-27,"TJO",3,76.3,49.6,NA,NA,NA,NA,NA,"2004"
"13226","TJO022","COEI",2004-05-27,"TJO",4,74,49.6,NA,NA,NA,NA,NA,"2004"
"13227","TJO022","COEI",2004-05-27,"TJO",5,69.3,49.6,NA,NA,NA,NA,NA,"2004"
"13228","TJO023","COEI",2004-05-27,"TJO",1,77.2,49.7,NA,NA,NA,NA,NA,"2004"
"13229","TJO023","COEI",2004-05-27,"TJO",2,77.2,51,NA,NA,NA,NA,NA,"2004"
"13230","TJO023","COEI",2004-05-27,"TJO",3,78.2,51.5,NA,NA,NA,NA,NA,"2004"
"13231","TJO023","COEI",2004-05-27,"TJO",4,76.6,50,NA,NA,NA,NA,NA,"2004"
"13232","TJO023","COEI",2004-05-27,"TJO",5,76.2,49.6,NA,NA,NA,NA,NA,"2004"
"13233","TJO024","RTLO",2004-05-27,"TJO",1,73.1,43,NA,NA,NA,NA,NA,"2004"
"13234","TJO024","RTLO",2004-05-27,"TJO",2,60.4,43.4,NA,NA,NA,NA,NA,"2004"
"13235","TJO025","RTLO",2004-05-27,"TJO",1,75,45.5,NA,NA,NA,NA,NA,"2004"
"13236","TJO025","RTLO",2004-05-27,"TJO",2,73,45.2,NA,NA,NA,NA,NA,"2004"
"13237","TJO026","SPEI",2004-05-27,"TJO",1,68.7,46.7,NA,NA,NA,NA,NA,"2004"
"13238","TJO026","SPEI",2004-05-27,"TJO",2,68.8,44.9,NA,NA,NA,NA,NA,"2004"
"13239","TJO026","SPEI",2004-05-27,"TJO",3,67.8,45.5,NA,NA,NA,NA,NA,"2004"
"13240","TJO026","SPEI",2004-05-27,"TJO",4,66.3,45.1,NA,NA,NA,NA,NA,"2004"
"13241","TJO026","SPEI",2004-05-27,"TJO",5,65.3,45,NA,NA,NA,NA,NA,"2004"
"13242","TJO027","RTLO",2004-05-27,"TJO",1,73.2,43.4,NA,NA,NA,NA,NA,"2004"
"13243","TJO028","COEI",2004-05-27,"TJO",1,79.8,51.5,NA,NA,NA,NA,NA,"2004"
"13244","TJO028","COEI",2004-05-27,"TJO",2,77.6,51.5,NA,NA,NA,NA,NA,"2004"
"13245","TJO028","COEI",2004-05-27,"TJO",3,78.2,51.9,NA,NA,NA,NA,NA,"2004"
"13246","TJO028","COEI",2004-05-27,"TJO",4,77,51.1,NA,NA,NA,NA,NA,"2004"
"13247","TJO028","COEI",2004-05-27,"TJO",5,74.2,49.6,NA,NA,NA,NA,NA,"2004"
"13248","HMW024","COEI",2004-05-29,"HMW",5,70.8,49.8,NA,NA,NA,NA,NA,"2004"
"13249","HMW062","COEI",2004-05-29,"HMW",1,70.6,50.7,NA,NA,NA,NA,NA,"2004"
"13250","HMW062","COEI",2004-05-29,"HMW",2,80.1,50.5,NA,NA,NA,NA,NA,"2004"
"13251","HMW062","COEI",2004-05-29,"HMW",3,74.9,50.4,NA,NA,NA,NA,NA,"2004"
"13252","HMW062","COEI",2004-05-29,"HMW",4,76.4,52.6,NA,NA,NA,NA,NA,"2004"
"13253","HMW062","COEI",2004-05-29,"HMW",5,78.2,52.7,NA,NA,NA,NA,NA,"2004"
"13254","HMW062","COEI",2004-05-29,"HMW",6,75.4,50.7,NA,NA,NA,NA,NA,"2004"
"13255","HMW062","COEI",2004-05-29,"HMW",7,70,46.5,NA,NA,NA,NA,NA,"2004"
"13256","HMW061","COEI",2004-05-29,"HMW",1,74.1,49.2,NA,NA,NA,NA,NA,"2004"
"13257","HMW059","COEI",2004-05-29,"HMW",1,75.7,52,NA,NA,NA,NA,NA,"2004"
"13258","HMW059","COEI",2004-05-29,"HMW",2,76,52.3,NA,NA,NA,NA,NA,"2004"
"13259","HMW059","COEI",2004-05-29,"HMW",3,77,52.3,NA,NA,NA,NA,NA,"2004"
"13260","HMW058","COEI",2004-05-29,"HMW",1,75.6,52.4,NA,NA,NA,NA,NA,"2004"
"13261","HMW058","COEI",2004-05-29,"HMW",2,76.6,50.1,NA,NA,NA,NA,NA,"2004"
"13262","HMW058","COEI",2004-05-29,"HMW",3,77.5,50.7,NA,NA,NA,NA,NA,"2004"
"13263","HMW058","COEI",2004-05-29,"HMW",4,76.2,50.4,NA,NA,NA,NA,NA,"2004"
"13264","HMW058","COEI",2004-05-29,"HMW",5,75,49.6,NA,NA,NA,NA,NA,"2004"
"13265","HMW057","COEI",2004-05-29,"HMW",1,73.1,49,NA,NA,NA,NA,NA,"2004"
"13266","HMW057","COEI",2004-05-29,"HMW",2,75,50.8,NA,NA,NA,NA,NA,"2004"
"13267","HMW057","COEI",2004-05-29,"HMW",3,72,49.5,NA,NA,NA,NA,NA,"2004"
"13268","HMW057","COEI",2004-05-29,"HMW",4,73.1,49.3,NA,NA,NA,NA,NA,"2004"
"13269","HMW037","SPEI",2004-04-29,"LJV",5,65.2,43.1,NA,NA,NA,NA,NA,"2004"
"13270","HMW046","SPEI",2004-05-28,"HMW",1,70.7,44.2,NA,NA,NA,NA,NA,"2004"
"13271","HMW046","SPEI",2004-05-28,"HMW",2,70.2,44.5,NA,NA,NA,NA,NA,"2004"
"13272","HMW046","SPEI",2004-05-28,"HMW",3,70.9,45,NA,NA,NA,NA,NA,"2004"
"13273","HMW046","SPEI",2004-05-28,"HMW",4,71,44.9,NA,NA,NA,NA,NA,"2004"
"13274","LJV044","SPEI",2004-05-29,"LJV",1,67.8,43,NA,NA,NA,NA,NA,"2004"
"13275","LJV044","SPEI",2004-05-29,"LJV",2,68.2,46.3,NA,NA,NA,NA,NA,"2004"
"13276","LJV044","SPEI",2004-05-29,"LJV",3,67.2,46,NA,NA,NA,NA,NA,"2004"
"13277","LJV044","SPEI",2004-05-29,"LJV",4,66.3,46.9,NA,NA,NA,NA,NA,"2004"
"13278","LJV044","SPEI",2004-05-29,"LJV",5,65.5,46,NA,NA,NA,NA,NA,"2004"
"13279","LJV045","COEI",2004-05-29,"LJV",1,79.4,52.2,NA,NA,NA,NA,NA,"2004"
"13280","LJV045","COEI",2004-05-29,"LJV",2,79.6,52.4,NA,NA,NA,NA,NA,"2004"
"13281","LJV045","COEI",2004-05-29,"LJV",3,78.3,52.2,NA,NA,NA,NA,NA,"2004"
"13282","LJV045","COEI",2004-05-29,"LJV",4,75.3,51.2,NA,NA,NA,NA,NA,"2004"
"13283","HMW028","COEI",2004-05-29,"LJV",10,71.4,47.8,NA,NA,NA,NA,NA,"2004"
"13284","HMW060","COEI",2004-05-29,"LJV",1,74.8,50.4,NA,NA,NA,NA,NA,"2004"
"13285","HMW060","COEI",2004-05-29,"LJV",2,72.9,52.4,NA,NA,NA,NA,NA,"2004"
"13286","HMW060","COEI",2004-05-29,"LJV",3,72.7,51.3,NA,NA,NA,NA,NA,"2004"
"13287","HMW060","COEI",2004-05-29,"LJV",4,75,51.6,NA,NA,NA,NA,NA,"2004"
"13288","HMW060","COEI",2004-05-29,"LJV",5,71.9,51.1,NA,NA,NA,NA,NA,"2004"
"13289","HMW047","COEI",2004-05-28,"HMW",1,73.6,51,NA,NA,NA,NA,NA,"2004"
"13290","HMW047","COEI",2004-05-28,"HMW",2,75.6,51.1,NA,NA,NA,NA,NA,"2004"
"13291","HMW047","COEI",2004-05-28,"HMW",3,75.6,50.6,NA,NA,NA,NA,NA,"2004"
"13292","HMW047","COEI",2004-05-28,"HMW",4,67.3,49.3,NA,NA,NA,NA,NA,"2004"
"13293","HMW048","COEI",2004-05-28,"HMW",1,89.6,51.6,NA,NA,NA,NA,NA,"2004"
"13294","HMW048","COEI",2004-05-28,"HMW",2,77.9,51.3,NA,NA,NA,NA,NA,"2004"
"13295","HMW048","COEI",2004-05-28,"HMW",3,78.9,52.2,NA,NA,NA,NA,NA,"2004"
"13296","HMW048","COEI",2004-05-28,"HMW",4,75,52.1,NA,NA,NA,NA,NA,"2004"
"13297","HMW048","COEI",2004-05-28,"HMW",5,71.2,51,NA,NA,NA,NA,NA,"2004"
"13298","HMW048","COEI",2004-05-28,"HMW",6,76.5,51.1,NA,NA,NA,NA,NA,"2004"
"13299","HMW049","COEI",2004-05-28,"HMW",1,74.3,51.2,NA,NA,NA,NA,NA,"2004"
"13300","HMW049","COEI",2004-05-28,"HMW",2,73.1,51.7,NA,NA,NA,NA,NA,"2004"
"13301","HMW049","COEI",2004-05-28,"HMW",3,75.2,51.3,NA,NA,NA,NA,NA,"2004"
"13302","HMW049","COEI",2004-05-28,"HMW",4,77.1,50.7,NA,NA,NA,NA,NA,"2004"
"13303","HMW049","COEI",2004-05-28,"HMW",5,72.7,50.2,NA,NA,NA,NA,NA,"2004"
"13304","HMW049","COEI",2004-05-28,"HMW",6,71.9,49.9,NA,NA,NA,NA,NA,"2004"
"13305","HMW050","COEI",2004-05-28,"HMW",1,74.3,51.8,NA,NA,NA,NA,NA,"2004"
