"","CAPTURE","FIRST_MARK","NASAL","SEX","NEST_NO","DATE","TIME","OBS","EASTING","NORTHING","ZONE","ASSOC","COMMENTS","Year","SPECIES","TARSALCODE","PLOT","RESIGHT","BAND #","RESIGHT_METHOD","Year Banded","...24","Culmen","Tarsus","Peviously had nasal disk?","...28","LAT","LON"
"3363",FALSE,"NONE","UNK","F","LJV005",2004-05-16,NA,"LJV",499954,"6744094",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8321707383024,-165.000846039918
"3364",TRUE,"NONE","NON","F","HMW010",2004-05-15,NA,"HMW",500691,"6745134",NA,"NEST",NA,"2004","COEI","NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8415073909414,-164.987287303179
"3365",FALSE,"NONE","NON","F","HMW011",2004-05-15,NA,"HMW",500025,"6743998",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313088394262,-164.999540208069
"3366",FALSE,"TARSAL","NON","F","LJV007",2004-05-17,NA,"LJV",503577,"6746368",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.852570869424,-164.934169261087
"3367",FALSE,"TARSAL","NON","F","LJV008",2004-05-17,NA,"LJV",503484,"6746500",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8537568053783,-164.935878447751
"3368",FALSE,"NONE","UNK","F","HMW012",2004-05-17,NA,"HMW",503566,"6746468",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8534687782039,-164.934369862641
"3369",TRUE,"NONE","NON","F","HMW013",2004-05-17,NA,"HMW",503289,"6746045",NA,"NEST",NA,"2004","COEI","NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.849673432773,-164.939475063972
"3370",FALSE,"TARSAL","UNK","F","LJV009",2004-05-18,NA,"LJV",500467,"6743630",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.828004611926,-164.991411972599
"3371",FALSE,"NONE","UNK","F","HMW015",2004-05-18,NA,"HMW",500039,"6743994",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8312729257651,-164.999282725392
"3372",FALSE,"NONE","NON","F","HMW016",2004-05-18,NA,"HMW",499387,"6743162",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8238026437905,-165.011271456963
"3373",FALSE,"NONE","NON","F","HMW017",2004-05-18,NA,"HMW",499404,"6743151",NA,"NEST",NA,"2004","COEI","NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8237039100655,-165.010958837926
"3374",FALSE,"NONE","UNK","F","HMW018",2004-05-18,NA,"HMW",499549,"6742580",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8185775790818,-165.008291351185
"3375",FALSE,"TARSAL","UNK","F","HMW019",2004-05-18,NA,"HMW",500189,"6743044",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.822743650503,-164.996524902195
"3376",TRUE,"NONE","UNK","F","HMW019",2004-05-18,NA,"HMW",500189,"6743044",NA,"NEST",NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.822743650503,-164.996524902195
"3377",TRUE,"NONE","UNK","F","BAND",2004-05-18,NA,"HMW",499549,"6742580",NA,"FLOC",NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8185775790818,-165.008291351185
"3378",TRUE,"NONE","UNK","M","BAND",2004-05-18,NA,"HMW",500025,"6743998",NA,"NEST",NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313088394262,-164.999540208069
"3379",TRUE,"TARSAL","NON","F","HMW011",2004-05-18,NA,"HMW",500025,"6743998",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313088394262,-164.999540208069
"3380",TRUE,"NONE","NON","F","HMW005",2004-05-18,NA,"HMW",499919,"6742894",NA,"NEST",NA,"2004","COEI","NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8213969653027,-165.00148926504
"3381",FALSE,"TARSAL","UNK","F","HMW020",2004-05-19,NA,"HMW",500967,"6743939",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.830777953781,-164.98221554272
"3382",FALSE,"TARSAL","NON","F","HMW021",2004-05-19,NA,"HMW",503035,"6744343",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8343947041471,-164.944175876897
"3383",FALSE,"NONE","NON","F","HMW022",2004-05-19,NA,"HMW",502994,"6744396",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8348708558229,-164.944929189766
"3384",FALSE,"TARSAL","NON","F","HMW023",2004-05-19,NA,"HMW",502997,"6744852",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8389648567046,-164.944866960792
"3385",TRUE,"NONE","UNK","M","BAND",2004-05-19,NA,"HMW",509673,"6744563",NA,"NEST",NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8362637301528,-164.822069631837
"3386",TRUE,"NONE","UNK","M","BAND",2004-05-19,NA,"HMW",503035,"6744343",NA,"NEST",NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8343947041471,-164.944175876897
"3387",FALSE,"NONE","UNK","M","BAND",2004-05-19,NA,"HMW",503035,"6744343",NA,"NEST",NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8343947041471,-164.944175876897
"3388",TRUE,"NONE","UNK","F","BAND",2004-05-19,NA,"HMW",502977,"6744563",NA,NA,NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8363703301877,-164.94523931926
"3389",FALSE,"NONE","UNK","F","BAND",2004-05-19,NA,"HMW",0,"0",NA,"NEST",NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3390",TRUE,"NONE","UNK","F","BAND",2004-05-19,NA,"HMW",503036,"6744343",NA,"NEST",NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8343946965073,-164.944157483456
"3391",FALSE,"NONE","UNK","F","LJV010",2004-05-19,NA,"LJV",500866,"6743283",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8248885283542,-164.984075999057
"3392",TRUE,"NONE","UNK","F","LJV011",2004-05-19,NA,"LJV",502977,"6744563",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8363703301877,-164.94523931926
"3393",FALSE,"NONE","NON","F","HMW024",2004-05-20,NA,"HMW",503631,"6746283",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8518072408198,-164.933177044859
"3394",FALSE,"NONE","NON","F","HMW027",2004-05-20,NA,"HMW",503596,"6745041",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8406567500324,-164.933844213584
"3395",FALSE,"NONE","UNK","F","HMW028",2004-05-20,NA,"HMW",503596,"6745042",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8406657281473,-164.933844195035
"3396",FALSE,"NONE","UNK","F","JLV008",2004-05-20,NA,"HMW",502977,"6744563",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8363703301877,-164.94523931926
"3397",FALSE,"NONE","UNK","F","HMW013",2004-05-20,NA,"HMW",503420,"6745932",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8486578003568,-164.937066368225
"3398",TRUE,"NONE","UNK","M","BAND",2004-05-20,NA,"HMW",503577,"6746368",NA,"FLOC",NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.852570869424,-164.934169261087
"3399",FALSE,"TARSAL","NON","F","LJV007",2004-05-20,NA,"HMW",503709,"6746255",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8515551330609,-164.931742112482
"3400",FALSE,"NONE","NON","F","HMW001",2004-05-19,NA,"HMW",503420,"6744802",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8385125343878,-164.937086307873
"3401",FALSE,"TARSAL","UNK","F","LJV012",2004-05-20,NA,"LJV",502782,"6745890",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8482857020928,-164.948807215768
"3402",FALSE,"TARSAL","UNK","F","LJV013",2004-05-20,NA,"LJV",503881,"6745444",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8442722466796,-164.928592990246
"3403",FALSE,"TARSAL","UNK","F","LJV014",2004-05-20,NA,"LJV",503631,"6746284",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8518162189195,-164.933177026113
"3404",FALSE,"TARSAL","NON","F","LJV014",2004-05-20,NA,"LJV",503631,"6746284",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8518162189195,-164.933177026113
"3405",FALSE,"TARSAL","UNK","F","BAND",2004-05-20,NA,"LJV",0,"0",NA,"NEST",NA,"2004",NA,"YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3406",TRUE,"NONE","UNK","F","BAND",2004-05-20,NA,"LJV",0,"0",NA,"NEST",NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3407",FALSE,"NONE","NON","F","HMW025",2004-05-20,NA,"HMW",503515,"6746326",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8521943429848,-164.935311064018
"3408",FALSE,"NONE","NON","F","HMW026",2004-05-20,NA,"HMW",503991,"6745356",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8434810829666,-164.926570900381
"3409",FALSE,"TARSAL","NON","F","HMW032",2004-05-21,NA,"HMW",500679,"6745795",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8474419459695,-164.987505757737
"3410",FALSE,"NONE","NON","F","HMW033",2004-05-21,NA,"HMW",500892,"6745873",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8481418173041,-164.983585997336
"3411",FALSE,"NONE","NON","F","HMW034",2004-05-21,NA,"HMW",500913,"6746022",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8494795078896,-164.983198866885
"3412",FALSE,"NONE","NON","F","HMW029",2004-05-21,NA,"HMW",500633,"6745849",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.847926839961,-164.98835202481
"3413",FALSE,"NONE","NON","F","HMW030",2004-05-21,NA,"HMW",500656,"6745810",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8475766563003,-164.987928928697
"3414",FALSE,"NONE","NON","F","HMW031",2004-05-21,NA,"HMW",500679,"6745804",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8475227489724,-164.987505726198
"3415",FALSE,"NONE","UNK","F","HMW08",2004-05-21,NA,"HMW",503631,"6746284",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8518162189195,-164.933177026113
"3416",FALSE,"TARSAL","NON","F","HMW007",2004-05-21,NA,"HMW",500561,"6745844",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8478820576479,-164.989676927434
"3417",FALSE,"TARSAL","NON","F","LJV015",2004-05-21,NA,"LJV",500561,"6745807",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8475498675339,-164.989677034563
"3418",FALSE,"NONE","NON","F","LJV016",2004-05-21,NA,"LJV",500926,"6745936",NA,"NEST",NA,"2004","COEI","NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8487073604054,-164.982960050423
"3419",TRUE,"TARSAL","NON","F","LJV017",2004-05-21,NA,"LJV",500918,"6746031",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8495602993385,-164.983106813657
"3420",TRUE,"NONE","NON","F","LJV016",2004-05-21,NA,"LJV",500926,"6745936",NA,"NEST",NA,"2004","COEI","NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8487073604054,-164.982960050423
"3421",FALSE,"TARSAL","NON","F","LJV004",2004-05-22,NA,"LJV",500418,"6746018",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8494444250529,-164.992307923436
"3422",FALSE,"TARSAL","NON","F","LJV003",2004-05-22,NA,"LJV",500398,"6745965",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.848968605812,-164.992676074254
"3423",FALSE,"TARSAL","NON","F","HMW004",2004-05-22,NA,"HMW",500132,"6743929",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8306893270551,-164.997572345557
"3424",FALSE,"TARSAL","NON","F","HMW035",2004-05-22,NA,"HMW",500918,"6746031",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8495602993385,-164.983106813657
"3425",FALSE,"NONE","NON","F","HMW036",2004-05-22,NA,"HMW",500019,"6743795",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8294862784258,-164.999650578014
"3426",FALSE,"NONE","UNK","F","HMW034",2004-05-22,NA,"HMW",500913,"6746022",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8494795078896,-164.983198866885
"3427",FALSE,"NONE","UNK","F","HMW033",2004-05-22,NA,"HMW",500892,"6745873",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8481418173041,-164.983585997336
"3428",FALSE,"NONE","UNK","F","JLV017",2004-05-22,NA,"HMW",500918,"6746031",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8495602993385,-164.983106813657
"3429",FALSE,"NONE","UNK","F","LJV017",2004-05-22,NA,"HMW",500918,"6746031",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8495602993385,-164.983106813657
"3430",FALSE,"NONE","UNK","F","LJV025",2004-05-22,NA,"HMW",500918,"6746031",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8495602993385,-164.983106813657
"3431",FALSE,"NONE","UNK","F","LJV005",2004-05-22,NA,"HMW",500086,"6743981",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8311562026369,-164.998418323295
"3432",FALSE,"NONE","UNK","F","HMW004",2004-05-22,NA,"HMW",500132,"6743929",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8306893270551,-164.997572345557
"3433",FALSE,"NONE","UNK","F","HMW011",2004-05-22,NA,"HMW",500025,"6743998",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313088394262,-164.999540208069
"3434",FALSE,"TARSAL","NON","F","LJV018",2004-05-22,NA,"LJV",499766,"6744576",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8364981303981,-165.004304349819
"3435",FALSE,"NASAL","YEL","F","LJV020",2004-05-22,NA,"LJV",499935,"6744226",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8333558490011,-165.001195535423
"3436",TRUE,"NASAL","YEL","F","LJV020",2004-05-22,NA,"LJV",499935,"6744226",NA,"NEST",NA,"2004",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8333558490011,-165.001195535423
"3437",FALSE,"NONE","NON","F","LJV021",2004-05-22,NA,"LJV",499999,"6743592",NA,"NEST",NA,"2004","COEI","NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.827663717048,-165.000018389585
"3438",FALSE,"NONE","UNK","F","LJV024",2004-05-23,NA,"LJV",501185,"6742883",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.821296447812,-164.978212672106
"3439",FALSE,"NONE","UNK","F","LJV010",2004-05-23,NA,"LJV",500866,"6743283",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8248885283542,-164.984075999057
"3440",FALSE,"TARSAL","UNK","F","HMW040",2004-05-23,NA,"HMW",501191,"6742901",NA,"NEST",NA,"2004","COEI","PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8214580365123,-164.978102246098
"3441",FALSE,"TARSAL","NON","F","HMW037",2004-05-23,NA,"HMW",501304,"6744170",NA,"NEST",NA,"2004","SPEI","PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8328509393188,-164.976016097854
"3442",FALSE,"NONE","UNK","F","TJO001",2004-05-25,NA,"TJO",499745,"6744591",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8366327893692,-165.004690657348
"3443",FALSE,"NONE","UNK","F","TJO002",2004-05-25,NA,"TJO",499721,"6744437",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8352501416598,-165.005131909415
"3444",FALSE,"NONE","UNK","F","TJO003",2004-05-25,NA,"TJO",499834,"6744348",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8344511514918,-165.003053317957
"3445",FALSE,"NONE","UNK","F","TJO004",2004-05-25,NA,"TJO",499785,"6744362",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8345768218059,-165.003954614077
"3446",FALSE,"NONE","UNK","F","TJO005",2004-05-25,NA,"TJO",499792,"6744310",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8341099628078,-165.003825803432
"3447",FALSE,"NASAL","UNK","F","TJO006",2004-05-25,NA,"TJO",499772,"6744267",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8337238922498,-165.004193618596
"3448",FALSE,"NASAL","YEL","F","BNS001",2004-05-25,NA,"BNS",499945,"6744262",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.833679063207,-165.001011617105
"3449",FALSE,"NONE","UNK","F","HMW016",2004-05-26,NA,"LJV",499388,"6743160",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8237846890447,-165.011253063288
"3450",TRUE,"NONE","NON","F","HMW017",2004-05-26,NA,"LJV",499404,"6743151",NA,"NEST",NA,"2004","COEI","NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8237039100655,-165.010958837926
"3451",FALSE,NA,"UNK","F","HMW017",2004-05-26,NA,"LJV",499404,"6743151",NA,"NEST",NA,"2004","COEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8237039100655,-165.010958837926
"3452",FALSE,"TARSAL","NON","F","HMW020",2004-05-26,NA,"LJV",500967,"6743939",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.830777953781,-164.98221554272
"3453",TRUE,"NASAL","YEL","F","LJV009",2004-05-26,NA,"LJV",500467,"6743630",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.828004611926,-164.991411972599
"3454",TRUE,"TARSAL","YEL","F","HMWOO6",2004-05-26,NA,"LJV",499552,"6742534",NA,"NEST","PLEASE TRY TO READ AGAIN 5/26/04","2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8181645875393,-165.008236091939
"3455",FALSE,"NONE","UNK","F","LJV021",2004-05-26,NA,"LJV",499999,"6743592",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.827663717048,-165.000018389585
"3456",FALSE,"NONE","NON","F","LJVO25",2004-05-26,NA,"LJV",500565,"6743982",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8311647884178,-164.989608749064
"3457",FALSE,"TARSAL","NON","F","LJV026",2004-05-26,NA,"LJV",500625,"6743993",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8312634580471,-164.988505217974
"3458",TRUE,"TARSAL","NON","F","LJV027",2004-05-26,NA,"LJV",500105,"6743253",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8246201135947,-164.998069277043
"3459",FALSE,"NONE","UNK","F","BNS002",2004-05-26,NA,"BNS",499500,"6744431",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8351960562398,-165.00919695476
"3460",FALSE,"NONE","UNK","F","BNS003",2004-05-26,NA,"BNS",499457,"6744338",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8343610338394,-165.009987632469
"3461",FALSE,"NONE","UNK","F","BNS004",2004-05-26,NA,"BNS",499604,"6744208",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8331940506367,-165.007283532869
"3462",FALSE,"NONE","UNK","F","BNS005",2004-05-26,NA,"BNS",499406,"6744268",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8337324917991,-165.01092548299
"3463",FALSE,"NONE","UNK","F","BNS007",2004-05-26,NA,"BNS",499390,"6744181",NA,"NEST",NA,"2004","COEI","PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8329513702038,-165.011219498472
"3464",FALSE,"NONE","UNK","F","HMW036",2004-05-26,NA,"LJV",500019,"6743795",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8294862784258,-164.999650578014
"3465",FALSE,"NONE","UNK","F","HMW011",2004-05-26,NA,"LJV",500025,"6743998",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313088394262,-164.999540208069
"3466",TRUE,"NASAL","YEL","F","LJV028",2004-05-26,NA,"LJV",499969,"6743058",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8228693882522,-165.000569991823
"3467",FALSE,"NONE","UNK","F","LJV029",2004-05-26,NA,"LJV",499797,"6742791",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8204721725463,-165.003732247886
"3468",FALSE,"NONE","UNK","F","LJV030",2004-05-26,NA,"LJV",499635,"6742400",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8169616000489,-165.006709956967
"3469",FALSE,"NONE","UNK","F","LJV031",2004-05-26,NA,"LJV",499589,"6742385",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.81682688287,-165.007555563623
"3470",FALSE,"TARSAL","YEL","F","LJV032",2004-05-26,NA,"LJV",499526,"6743066",NA,"NEST",NA,"2004","SPEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8229409320194,-165.008715378326
"3471",TRUE,"NONE","NON","F","HMW022",2004-05-27,NA,"HMW",502994,"6744396",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8348708558229,-164.944929189766
"3472",FALSE,"TARSAL","UNK","F","HMW023",2004-05-27,NA,"HMW",502997,"6744852",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8389648567046,-164.944866960792
"3473",FALSE,"TARSAL","NON","F","HMW021",2004-05-27,NA,"LJV",503035,"6744343",NA,"NEST","YELL TAR SEEN","2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8343947041471,-164.944175876897
"3474",FALSE,"TARSAL","NON","F","LJV011",2004-05-27,NA,"LJV",502977,"6744563",NA,"NEST",NA,"2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8363703301877,-164.94523931926
"3475",FALSE,"NONE","UNK","F","LJV022",2004-05-27,NA,"LJV",501258,"6743994",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8312709364398,-164.976863297088
"3476",FALSE,"NONE","UNK","F","LJV033",2004-05-27,NA,"LJV",502952,"6744542",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8361819761519,-164.945699503334
"3477",FALSE,"NONE","NON","F","LJV034",2004-05-27,NA,"LJV",502999,"6744855",NA,"NEST",NA,"2004","SPEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8389917759679,-164.944830122256
"3478",FALSE,"TARSAL","NON","F","HMW044",2004-05-27,NA,"LJV",503113,"6744330",NA,"NEST","YELL TAR SEEN","2004","COEI","YEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8342773850675,-164.942741397231
"3479",TRUE,"TARSAL","UNK","F","HMW006",2004-05-26,NA,"HMW",499552,"6742534",NA,"NEST","YEL TAR = T21","2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8181645875393,-165.008236091939
"3480",FALSE,"NONE","UNK","F","BNS011",2004-05-27,NA,"BNS",501068,"6744281",NA,"NEST",NA,"2004","COEI","UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8338482161604,-164.980356131184
